subid;sex;age;country;person;bond;valence;face;hand;leg
74044;male;48;uk;Father;6;5;0.00046361;0.60511;0.00048525
74044;male;48;uk;Sister;3;3;0.013908;0.72798;0.00067935
74044;male;48;uk;Brother;4;4;0.0013908;0.73473;0.0013587
74044;male;48;uk;Aunt;5;5;0.00046361;0.59091;0.00048525
74044;male;48;uk;Uncle;5;5;0.0013908;0.93714;0.0012616
74044;male;48;uk;F_Cousin;3;3;0.0013908;0.94886;0.0012616
74044;male;48;uk;M_Cousin;5;6;0.0013908;0.85902;0.0005823
74044;male;48;uk;F_Friend;NA;NA;NA;NA;NA
74044;male;48;uk;M_Friend;NA;NA;NA;NA;NA
74044;male;48;uk;F_Acq;5;5;0.0013908;0.87749;0.00067935
74044;male;48;uk;M_Acq;4;5;0.0013908;0.94283;0.0013587
74044;male;48;uk;F_Stranger;5;5;0.0018544;0.88814;0.0005823
74044;male;48;uk;M_Stranger;5;5;0.0018544;0.9581;0.0003882
74165;female;60;uk;Partner;10;10;1;1;0.90955
74165;female;60;uk;Mother;7;7;1;0.99929;0.43973
74165;female;60;uk;Father;NA;NA;NA;NA;NA
74165;female;60;uk;Sister;NA;NA;NA;NA;NA
74165;female;60;uk;Brother;7;7;0;0;0
74165;female;60;uk;Aunt;6;6;1;0.99325;0.34142
74165;female;60;uk;Uncle;6;5;0.82012;0.96413;0.0005823
74165;female;60;uk;F_Cousin;5;5;0.99954;0.99148;0.00087345
74165;female;60;uk;M_Cousin;4;6;0.64395;0.94638;0.00067935
74165;female;60;uk;F_Friend;8;7;0.99954;0.99929;0.0007764
74165;female;60;uk;M_Friend;7;7;0.5656;0.93359;0.00067935
74165;female;60;uk;F_Acq;6;4;0.36022;0;0.0003882
74165;female;60;uk;M_Acq;6;4;0.34863;0;0.00029115
74165;female;60;uk;F_Stranger;5;4;0.00046361;0.1005;9.71E-05
74165;female;60;uk;M_Stranger;5;3;0;0.0010653;0
74755;male;33;uk;Partner;10;10;0.28975;0.24858;0.23069
74755;male;33;uk;Mother;8;8;0.26657;0;0.00029115
74755;male;33;uk;Father;4;5;0;0.31072;0
74755;male;33;uk;Sister;2;5;0.26055;0;0.00029115
74755;male;33;uk;Brother;NA;NA;NA;NA;NA
74755;male;33;uk;Aunt;NA;NA;NA;NA;NA
74755;male;33;uk;Uncle;NA;NA;NA;NA;NA
74755;male;33;uk;F_Cousin;NA;NA;NA;NA;NA
74755;male;33;uk;M_Cousin;NA;NA;NA;NA;NA
74755;male;33;uk;F_Friend;5;6;0;0;9.71E-05
74755;male;33;uk;M_Friend;7;5;0.00046361;0.18075;9.71E-05
74755;male;33;uk;F_Acq;1;3;0.16829;0;0
74755;male;33;uk;M_Acq;1;3;0.00046361;0.18999;0
74755;male;33;uk;F_Stranger;1;1;0.00092721;0.16832;0
74755;male;33;uk;M_Stranger;1;1;0.00092721;0.12642;9.71E-05
77479;female;51;uk;Partner;NA;NA;NA;NA;NA
77479;female;51;uk;Mother;NA;NA;NA;NA;NA
77479;female;51;uk;Father;NA;NA;NA;NA;NA
77479;female;51;uk;Sister;7;7;0.93973;0.8267;0.46594
77479;female;51;uk;Brother;7;7;0.61103;0.69815;0.30367
77479;female;51;uk;Aunt;7;7;0.95457;0.75178;0.62199
77479;female;51;uk;Uncle;7;7;0.88317;0.80611;0.00067935
77479;female;51;uk;F_Cousin;7;7;0.96708;0.81321;0.78164
77479;female;51;uk;M_Cousin;7;7;0.93;0.77415;0.00067935
77479;female;51;uk;F_Friend;7;7;0.93417;0.77876;0.71302
77479;female;51;uk;M_Friend;7;7;0.96106;0.74219;0.00067935
77479;female;51;uk;F_Acq;NA;NA;NA;NA;NA
77479;female;51;uk;M_Acq;NA;NA;NA;NA;NA
77479;female;51;uk;F_Stranger;1;4;0.00092721;0.76634;0.00048525
77479;female;51;uk;M_Stranger;1;4;0.00092721;0.78303;0.0003882
78257;female;61;uk;Partner;10;10;0.29393;0.38494;0.3947
78257;female;61;uk;Mother;NA;NA;NA;NA;NA
78257;female;61;uk;Father;NA;NA;NA;NA;NA
78257;female;61;uk;Sister;NA;NA;NA;NA;NA
78257;female;61;uk;Brother;8;10;0.1771;0.44212;9.71E-05
78257;female;61;uk;Aunt;NA;NA;NA;NA;NA
78257;female;61;uk;Uncle;NA;NA;NA;NA;NA
78257;female;61;uk;F_Cousin;5;8;0.47612;0.3892;0
78257;female;61;uk;M_Cousin;5;9;0.38108;0.33629;0.0001941
78257;female;61;uk;F_Friend;5;9;0.44043;0.40021;9.71E-05
78257;female;61;uk;M_Friend;5;8;0.40751;0.32173;0
78257;female;61;uk;F_Acq;4;7;0.00092721;0.25391;0
78257;female;61;uk;M_Acq;4;7;0.00092721;0.25426;9.71E-05
78257;female;61;uk;F_Stranger;1;3;0;0;0
78257;female;61;uk;M_Stranger;1;1;0;0.17045;0
79515;male;39;uk;Partner;9;9;0.36903;0.1282;0.33278
79515;male;39;uk;Mother;9;8;0.56699;0.1978;0.0001941
79515;male;39;uk;Father;9;8;0.1567;0.64453;0.00029115
79515;male;39;uk;Sister;NA;NA;NA;NA;NA
79515;male;39;uk;Brother;9;8;0;0;0
79515;male;39;uk;Aunt;7;8;0.2318;0;0
79515;male;39;uk;Uncle;7;8;0.45943;0;9.71E-05
79515;male;39;uk;F_Cousin;7;8;0.31525;0;9.71E-05
79515;male;39;uk;M_Cousin;3;8;0.19379;0;9.71E-05
79515;male;39;uk;F_Friend;3;6;0.28697;0;0.0009705
79515;male;39;uk;M_Friend;3;6;0.10385;0.12962;9.71E-05
79515;male;39;uk;F_Acq;3;6;0;0;9.71E-05
79515;male;39;uk;M_Acq;3;6;0.23459;0;0
79515;male;39;uk;F_Stranger;3;6;0;0.076349;0
79515;male;39;uk;M_Stranger;3;6;0;0.019531;0
79877;female;39;uk;Partner;9;9;0.26008;0;0.060947
79877;female;39;uk;Mother;NA;NA;NA;NA;NA
79877;female;39;uk;Father;NA;NA;NA;NA;NA
79877;female;39;uk;Sister;7;5;0;0;9.71E-05
79877;female;39;uk;Brother;NA;NA;NA;NA;NA
79877;female;39;uk;Aunt;5;6;0.28975;0;9.71E-05
79877;female;39;uk;Uncle;5;4;0.28883;0;0
79877;female;39;uk;F_Cousin;4;4;0.24757;0;0
79877;female;39;uk;M_Cousin;6;5;0.28883;0;0
79877;female;39;uk;F_Friend;6;5;0.23968;0;0
79877;female;39;uk;M_Friend;4;3;0.26657;0;0
79877;female;39;uk;F_Acq;3;3;0;0.16974;0
79877;female;39;uk;M_Acq;2;1;0;0.17791;0
79877;female;39;uk;F_Stranger;3;5;0;0.12855;0
79877;female;39;uk;M_Stranger;3;1;0.00046361;0.14844;0
88209;male;45;uk;Partner;NA;NA;NA;NA;NA
88209;male;45;uk;Mother;10;7;0.69726;0.68182;0.0014557
88209;male;45;uk;Father;NA;NA;NA;NA;NA
88209;male;45;uk;Sister;NA;NA;NA;NA;NA
88209;male;45;uk;Brother;10;7;0.99907;0.8125;0.0007764
88209;male;45;uk;Aunt;2;2;0.99166;0.85973;0.00029115
88209;male;45;uk;Uncle;2;2;0.98285;0.87393;0.0036879
88209;male;45;uk;F_Cousin;2;2;0.89291;0.72124;0.0005823
88209;male;45;uk;M_Cousin;2;2;0.98934;0.66087;0.0017469
88209;male;45;uk;F_Friend;5;2;0.0018544;0.86967;0
88209;male;45;uk;M_Friend;5;2;0.0018544;0.97337;0.002038
88209;male;45;uk;F_Acq;NA;NA;NA;NA;NA
88209;male;45;uk;M_Acq;NA;NA;NA;NA;NA
88209;male;45;uk;F_Stranger;1;2;0.0013908;0.88636;0
88209;male;45;uk;M_Stranger;1;2;0.0018544;0.84517;0.0001941
88745;female;30;uk;Partner;10;10;0.71766;0.36648;0.074243
88745;female;30;uk;Mother;10;10;0.0013908;0.35689;0.32182
88745;female;30;uk;Father;10;10;0.73157;0.35014;0.25631
88745;female;30;uk;Sister;9;10;0;0;0
88745;female;30;uk;Brother;NA;NA;NA;NA;NA
88745;female;30;uk;Aunt;3;3;0.0013908;0.26172;9.71E-05
88745;female;30;uk;Uncle;3;3;0.0013908;0.26278;0.00029115
88745;female;30;uk;F_Cousin;3;3;0.00092721;0.32493;0.00029115
88745;female;30;uk;M_Cousin;3;3;0.00092721;0.17507;0
88745;female;30;uk;F_Friend;9;8;0.57441;0.17045;0.00029115
88745;female;30;uk;M_Friend;7;7;0.29022;0.17649;0.00029115
88745;female;30;uk;F_Acq;4;5;0.44924;0.27805;0.0003882
88745;female;30;uk;M_Acq;2;5;0.00046361;0.069957;9.71E-05
88745;female;30;uk;F_Stranger;1;2;0.0013908;0.28587;0.0026203
88745;female;30;uk;M_Stranger;1;2;0;0.15234;9.71E-05
93138;male;19;uk;Partner;NA;NA;NA;NA;NA
93138;male;19;uk;Mother;NA;NA;NA;NA;NA
93138;male;19;uk;Father;NA;NA;NA;NA;NA
93138;male;19;uk;Sister;1;1;0.28975;0.1701;0
93138;male;19;uk;Brother;7;1;0.00092721;0.15021;0
93138;male;19;uk;Aunt;1;1;0.28651;0;0
93138;male;19;uk;Uncle;1;1;0;0;0
93138;male;19;uk;F_Cousin;1;4;0;0;0
93138;male;19;uk;M_Cousin;1;3;0.00092721;0.11044;0
93138;male;19;uk;F_Friend;6;7;0;0.12038;0
93138;male;19;uk;M_Friend;9;8;0;0;0.0044643
93138;male;19;uk;F_Acq;5;5;0.00092721;0.1907;0
93138;male;19;uk;M_Acq;5;5;0.00092721;0.23828;0
93138;male;19;uk;F_Stranger;1;1;0.00046361;0.14879;0
93138;male;19;uk;M_Stranger;1;1;0;0.11541;0
97219;female;29;uk;Partner;10;10;0.81409;0.85902;0.76407
97219;female;29;uk;Mother;9;8;0.6968;0.4478;0.0048525
97219;female;29;uk;Father;1;5;0;0;0
97219;female;29;uk;Sister;NA;NA;NA;NA;NA
97219;female;29;uk;Brother;NA;NA;NA;NA;NA
97219;female;29;uk;Aunt;7;5;0.12007;0.52202;0
97219;female;29;uk;Uncle;NA;NA;NA;NA;NA
97219;female;29;uk;F_Cousin;9;5;0.054706;0.33416;0.00029115
97219;female;29;uk;M_Cousin;7;5;0.0013908;0.3892;9.71E-05
97219;female;29;uk;F_Friend;5;5;0.17942;0.45241;9.71E-05
97219;female;29;uk;M_Friend;5;5;0.00046361;0.39205;9.71E-05
97219;female;29;uk;F_Acq;3;2;0.054242;0.53658;9.71E-05
97219;female;29;uk;M_Acq;2;2;0.11961;0.4755;0.10802
97219;female;29;uk;F_Stranger;1;1;0.00092721;0.26669;0
97219;female;29;uk;M_Stranger;1;1;0.00046361;0.13388;9.71E-05
98663;male;23;uk;Partner;NA;NA;NA;NA;NA
98663;male;23;uk;Mother;1;1;0.00092721;0.49006;0
98663;male;23;uk;Father;1;1;0.00092721;0.56392;0
98663;male;23;uk;Sister;1;1;0.00092721;0.35121;0
98663;male;23;uk;Brother;1;1;0.00046361;0.31996;0
98663;male;23;uk;Aunt;NA;NA;NA;NA;NA
98663;male;23;uk;Uncle;NA;NA;NA;NA;NA
98663;male;23;uk;F_Cousin;NA;NA;NA;NA;NA
98663;male;23;uk;M_Cousin;NA;NA;NA;NA;NA
98663;male;23;uk;F_Friend;NA;NA;NA;NA;NA
98663;male;23;uk;M_Friend;5;1;0.78952;0.43288;0.77222
98663;male;23;uk;F_Acq;1;1;0;0;0
98663;male;23;uk;M_Acq;1;1;0;0;0
98663;male;23;uk;F_Stranger;1;1;0;0;0
98663;male;23;uk;M_Stranger;1;1;0;0;0
100358;female;36;uk;Partner;NA;NA;NA;NA;NA
100358;female;36;uk;Mother;NA;NA;NA;NA;NA
100358;female;36;uk;Father;5;5;0.07325;0.095881;0.0003882
100358;female;36;uk;Sister;NA;NA;NA;NA;NA
100358;female;36;uk;Brother;5;5;0.41261;0.30291;0.0005823
100358;female;36;uk;Aunt;5;5;0.00092721;0.56712;0.0009705
100358;female;36;uk;Uncle;3;5;0.010199;0.65057;0.00029115
100358;female;36;uk;F_Cousin;1;5;0.0018544;0.70241;0.0015528
100358;female;36;uk;M_Cousin;3;5;0.68197;0.62464;0.00048525
100358;female;36;uk;F_Friend;8;5;0.052851;0.69993;0.00048525
100358;female;36;uk;M_Friend;8;5;0.00046361;0.43892;0.0001941
100358;female;36;uk;F_Acq;8;5;0.00046361;0.48722;0.0003882
100358;female;36;uk;M_Acq;6;5;0.00092721;0.72017;0.0001941
100358;female;36;uk;F_Stranger;7;3;0.0018544;0.77344;0.00048525
100358;female;36;uk;M_Stranger;7;3;0.0013908;0.70597;9.71E-05
100519;female;59;uk;Partner;7;7;0.032916;0.0024858;0.31784
100519;female;59;uk;Mother;10;8;0.36579;0.33487;0
100519;female;59;uk;Father;10;8;0.40705;0.61364;9.71E-05
100519;female;59;uk;Sister;10;8;0.37877;0.33629;0
100519;female;59;uk;Brother;10;9;0.41307;0.28942;0
100519;female;59;uk;Aunt;9;6;0.44367;0;0
100519;female;59;uk;Uncle;9;6;0.36208;0;0
100519;female;59;uk;F_Cousin;8;6;0.44692;0.61364;0
100519;female;59;uk;M_Cousin;10;7;0.31943;0;0
100519;female;59;uk;F_Friend;10;9;0.41261;0.70632;0
100519;female;59;uk;M_Friend;7;6;0.39268;0;0
100519;female;59;uk;F_Acq;7;6;0.34307;0;0
100519;female;59;uk;M_Acq;7;6;0.26333;0;0
100519;female;59;uk;F_Stranger;5;3;0.38572;0.16584;0
100519;female;59;uk;M_Stranger;5;3;0.00046361;0.17401;0
102828;female;19;uk;Partner;NA;NA;NA;NA;NA
102828;female;19;uk;Mother;NA;NA;NA;NA;NA
102828;female;19;uk;Father;NA;NA;NA;NA;NA
102828;female;19;uk;Sister;NA;NA;NA;NA;NA
102828;female;19;uk;Brother;NA;NA;NA;NA;NA
102828;female;19;uk;Aunt;NA;NA;NA;NA;NA
102828;female;19;uk;Uncle;NA;NA;NA;NA;NA
102828;female;19;uk;F_Cousin;NA;NA;NA;NA;NA
102828;female;19;uk;M_Cousin;NA;NA;NA;NA;NA
102828;female;19;uk;F_Friend;NA;NA;NA;NA;NA
102828;female;19;uk;M_Friend;NA;NA;NA;NA;NA
102828;female;19;uk;F_Acq;NA;NA;NA;NA;NA
102828;female;19;uk;M_Acq;NA;NA;NA;NA;NA
102828;female;19;uk;F_Stranger;1;1;0;0.10405;0
102828;female;19;uk;M_Stranger;1;1;0;0.14205;0
104773;male;27;uk;Partner;10;10;0.84423;0.79403;0.77776
104773;male;27;uk;Mother;9;7;0.28605;0.31392;0.0003882
104773;male;27;uk;Father;8;5;0.51321;0.069247;0.0003882
104773;male;27;uk;Sister;9;5;0.87622;0.45312;0.0005823
104773;male;27;uk;Brother;NA;NA;NA;NA;NA
104773;male;27;uk;Aunt;8;5;0.87575;0.79794;0.0014557
104773;male;27;uk;Uncle;8;4;0.99258;0.88317;0.0007764
104773;male;27;uk;F_Cousin;7;4;0.95967;0.8647;0.00067935
104773;male;27;uk;M_Cousin;7;4;0.66018;0.79865;0.0007764
104773;male;27;uk;F_Friend;7;9;0.99861;0.69141;0.80454
104773;male;27;uk;M_Friend;7;8;0.77886;0.63423;0.74835
104773;male;27;uk;F_Acq;6;4;0.87993;0.083452;0.77504
104773;male;27;uk;M_Acq;6;6;0.86092;0.73438;0.43896
104773;male;27;uk;F_Stranger;8;6;0.81131;0.81499;0.77543
104773;male;27;uk;M_Stranger;3;2;0.77654;0.4446;0.00067935
107909;male;63;uk;Partner;10;10;0.99768;0.84837;0.89286
107909;male;63;uk;Mother;NA;NA;NA;NA;NA
107909;male;63;uk;Father;NA;NA;NA;NA;NA
107909;male;63;uk;Sister;8;2;0.00046361;0.18182;0
107909;male;63;uk;Brother;5;1;0.00092721;0.18501;0
107909;male;63;uk;Aunt;7;4;0.99119;0.80859;0.00067935
107909;male;63;uk;Uncle;7;4;0.0018544;0.87109;0.0005823
107909;male;63;uk;F_Cousin;3;1;0.00092721;0.37429;0
107909;male;63;uk;M_Cousin;3;1;0.00092721;0.31072;0
107909;male;63;uk;F_Friend;2;1;0.00092721;0.36541;0
107909;male;63;uk;M_Friend;4;3;0.00092721;0.80575;9.71E-05
107909;male;63;uk;F_Acq;2;1;0.00046361;0.337;0
107909;male;63;uk;M_Acq;3;1;0.00046361;0.36435;0
107909;male;63;uk;F_Stranger;1;1;0.00092721;0.27841;0
107909;male;63;uk;M_Stranger;1;1;0.00046361;0.33097;0
109569;male;62;uk;Partner;10;10;0.35141;0.55753;0.23661
109569;male;62;uk;Mother;NA;NA;NA;NA;NA
109569;male;62;uk;Father;NA;NA;NA;NA;NA
109569;male;62;uk;Sister;NA;NA;NA;NA;NA
109569;male;62;uk;Brother;5;5;0.38572;0.61435;9.71E-05
109569;male;62;uk;Aunt;5;7;0.43208;0.54332;0
109569;male;62;uk;Uncle;5;7;0.31803;0.65341;0
109569;male;62;uk;F_Cousin;5;7;0.34678;0.59695;0
109569;male;62;uk;M_Cousin;5;7;0.35698;0.54972;0
109569;male;62;uk;F_Friend;5;7;0.36393;0.52521;0
109569;male;62;uk;M_Friend;5;7;0.049606;0.61683;0
109569;male;62;uk;F_Acq;5;7;0.38155;0.55504;0.00029115
109569;male;62;uk;M_Acq;5;7;0.00092721;0.54972;0
109569;male;62;uk;F_Stranger;1;1;0.00092721;0.57102;0
109569;male;62;uk;M_Stranger;1;1;0.00046361;0.6495;0
110176;female;20;uk;Partner;NA;NA;NA;NA;NA
110176;female;20;uk;Mother;8;6;0.82476;0.80327;0.0007764
110176;female;20;uk;Father;9;6;0.97311;0.8956;0.00067935
110176;female;20;uk;Sister;NA;NA;NA;NA;NA
110176;female;20;uk;Brother;9;6;0.0013908;0.42649;0.0003882
110176;female;20;uk;Aunt;8;6;0.8841;0.88352;0.0011646
110176;female;20;uk;Uncle;7;6;0.0018544;0.8267;0.0007764
110176;female;20;uk;F_Cousin;7;6;0.6421;0.81001;0.57395
110176;female;20;uk;M_Cousin;8;6;0.70793;0.73295;0.00067935
110176;female;20;uk;F_Friend;9;6;0.84516;0.82102;0.0003882
110176;female;20;uk;M_Friend;9;6;0.97543;0.96911;0.00067935
110176;female;20;uk;F_Acq;6;4;0;0.023082;0.0001941
110176;female;20;uk;M_Acq;6;4;0;0;0
110176;female;20;uk;F_Stranger;1;1;0;0;0
110176;female;20;uk;M_Stranger;1;1;0;0;0
112123;male;50;uk;Partner;9;9;0.00046361;0.082031;0.12869
112123;male;50;uk;Mother;NA;NA;NA;NA;NA
112123;male;50;uk;Father;NA;NA;NA;NA;NA
112123;male;50;uk;Sister;NA;NA;NA;NA;NA
112123;male;50;uk;Brother;8;8;0;0;9.71E-05
112123;male;50;uk;Aunt;6;7;0.00046361;0.47869;0
112123;male;50;uk;Uncle;6;7;0.00046361;0.39382;0
112123;male;50;uk;F_Cousin;6;7;0.46592;0.34375;0
112123;male;50;uk;M_Cousin;6;7;0;0.32919;0
112123;male;50;uk;F_Friend;7;7;0.31247;0.2951;0
112123;male;50;uk;M_Friend;7;7;0;0.40199;0
112123;male;50;uk;F_Acq;NA;NA;NA;NA;NA
112123;male;50;uk;M_Acq;7;7;0;0;0
112123;male;50;uk;F_Stranger;5;7;0.00046361;0.34553;0
112123;male;50;uk;M_Stranger;5;7;0;0.49361;0
113573;female;56;uk;Partner;10;10;0.99397;0.71555;0.70691
113573;female;56;uk;Mother;NA;NA;NA;NA;NA
113573;female;56;uk;Father;8;1;0.11868;0;9.71E-05
113573;female;56;uk;Sister;7;5;0;0;9.71E-05
113573;female;56;uk;Brother;5;5;0;0;9.71E-05
113573;female;56;uk;Aunt;6;5;0.082058;0;9.71E-05
113573;female;56;uk;Uncle;2;5;0.1516;0;0
113573;female;56;uk;F_Cousin;1;5;0;0.0056818;9.71E-05
113573;female;56;uk;M_Cousin;6;5;0;0;9.71E-05
113573;female;56;uk;F_Friend;8;6;0.00046361;0.47585;9.71E-05
113573;female;56;uk;M_Friend;1;5;0;0;9.71E-05
113573;female;56;uk;F_Acq;1;5;0;0;0
113573;female;56;uk;M_Acq;1;5;0;0;0
113573;female;56;uk;F_Stranger;1;5;0;0;0
113573;female;56;uk;M_Stranger;1;4;0;0;0
116134;female;37;uk;Partner;10;10;0.34214;0.97372;0.81813
116134;female;37;uk;Mother;10;9;0.17107;0.97585;0.0005823
116134;female;37;uk;Father;10;9;0.019008;0.93786;0.0007764
116134;female;37;uk;Sister;NA;NA;NA;NA;NA
116134;female;37;uk;Brother;NA;NA;NA;NA;NA
116134;female;37;uk;Aunt;8;9;0.063978;0.96484;0.00067935
116134;female;37;uk;Uncle;7;9;0.0013908;0.8608;0.0005823
116134;female;37;uk;F_Cousin;5;8;0.11451;0.98331;0.0003882
116134;female;37;uk;M_Cousin;5;8;0.0018544;0.48438;0.0005823
116134;female;37;uk;F_Friend;8;9;0.0018544;0.37749;0.00029115
116134;female;37;uk;M_Friend;NA;NA;NA;NA;NA
116134;female;37;uk;F_Acq;7;8;0.00046361;0.11435;0.00029115
116134;female;37;uk;M_Acq;7;8;0;0;0.00048525
116134;female;37;uk;F_Stranger;5;7;0;0.029119;0.0003882
116134;female;37;uk;M_Stranger;5;7;0;0.017045;0.0005823
118910;female;60;uk;Partner;NA;NA;NA;NA;NA
118910;female;60;uk;Mother;NA;NA;NA;NA;NA
118910;female;60;uk;Father;NA;NA;NA;NA;NA
118910;female;60;uk;Sister;NA;NA;NA;NA;NA
118910;female;60;uk;Brother;NA;NA;NA;NA;NA
118910;female;60;uk;Aunt;NA;NA;NA;NA;NA
118910;female;60;uk;Uncle;NA;NA;NA;NA;NA
118910;female;60;uk;F_Cousin;NA;NA;NA;NA;NA
118910;female;60;uk;M_Cousin;NA;NA;NA;NA;NA
118910;female;60;uk;F_Friend;7;6;0.0018544;0.8157;0.00048525
118910;female;60;uk;M_Friend;NA;NA;NA;NA;NA
118910;female;60;uk;F_Acq;4;3;0.0018544;0.81925;0.0007764
118910;female;60;uk;M_Acq;4;2;0.0018544;0.75746;0.0025233
118910;female;60;uk;F_Stranger;3;2;0.0018544;0.80575;0.0024262
118910;female;60;uk;M_Stranger;1;2;0;0;0
120503;female;52;uk;Partner;NA;NA;NA;NA;NA
120503;female;52;uk;Mother;5;6;0.38897;0;0.00087345
120503;female;52;uk;Father;NA;NA;NA;NA;NA
120503;female;52;uk;Sister;NA;NA;NA;NA;NA
120503;female;52;uk;Brother;5;6;0;0;0
120503;female;52;uk;Aunt;5;6;0;0;0
120503;female;52;uk;Uncle;5;6;0;0;0
120503;female;52;uk;F_Cousin;5;6;0.090403;0;0
120503;female;52;uk;M_Cousin;5;6;0;0;0
120503;female;52;uk;F_Friend;NA;NA;NA;NA;NA
120503;female;52;uk;M_Friend;5;6;0;0;0
120503;female;52;uk;F_Acq;NA;NA;NA;NA;NA
120503;female;52;uk;M_Acq;5;6;0;0;0
120503;female;52;uk;F_Stranger;5;6;0;0;0
120503;female;52;uk;M_Stranger;5;6;0;0;0
127943;female;29;uk;Partner;10;10;0.081131;0.55611;0.64868
127943;female;29;uk;Mother;10;8;0.002318;0.28764;0.00048525
127943;female;29;uk;Father;10;8;0.00092721;0.56392;0.00048525
127943;female;29;uk;Sister;NA;NA;NA;NA;NA
127943;female;29;uk;Brother;9;8;0;0;0
127943;female;29;uk;Aunt;8;7;0.0018544;0.46307;0.0093168
127943;female;29;uk;Uncle;7;5;0;0;0
127943;female;29;uk;F_Cousin;6;5;0.0018544;0.80504;0.027853
127943;female;29;uk;M_Cousin;6;6;0;0;0
127943;female;29;uk;F_Friend;9;8;0.0013908;0.5593;0.0003882
127943;female;29;uk;M_Friend;NA;NA;NA;NA;NA
127943;female;29;uk;F_Acq;3;5;0.0018544;0.82706;0.00048525
127943;female;29;uk;M_Acq;2;4;0;0;0
127943;female;29;uk;F_Stranger;3;1;0;0;0
127943;female;29;uk;M_Stranger;3;1;0;0;0
128327;female;63;uk;Partner;10;10;0.59017;0.1218;0.45846
128327;female;63;uk;Mother;NA;NA;NA;NA;NA
128327;female;63;uk;Father;NA;NA;NA;NA;NA
128327;female;63;uk;Sister;NA;NA;NA;NA;NA
128327;female;63;uk;Brother;10;8;0.0092721;0.25604;0.13694
128327;female;63;uk;Aunt;4;3;0.019935;0.30362;0.10578
128327;female;63;uk;Uncle;4;3;0.00092721;0.40163;9.71E-05
128327;female;63;uk;F_Cousin;4;3;0.0018544;0.24929;0.10287
128327;female;63;uk;M_Cousin;2;3;0.00092721;0.36577;0.0001941
128327;female;63;uk;F_Friend;4;3;0.00046361;0.30256;0.060365
128327;female;63;uk;M_Friend;4;3;0.00092721;0.10547;0.0090256
128327;female;63;uk;F_Acq;1;2;0.00046361;0.28764;9.71E-05
128327;female;63;uk;M_Acq;1;2;0.0013908;0.28445;9.71E-05
128327;female;63;uk;F_Stranger;1;2;0.00046361;0.27308;0
128327;female;63;uk;M_Stranger;1;2;0.00046361;0.30398;0
132009;male;52;uk;Partner;9;10;0.99675;0.87536;0.82211
132009;male;52;uk;Mother;NA;NA;NA;NA;NA
132009;male;52;uk;Father;NA;NA;NA;NA;NA
132009;male;52;uk;Sister;NA;NA;NA;NA;NA
132009;male;52;uk;Brother;9;8;0;0;0
132009;male;52;uk;Aunt;NA;NA;NA;NA;NA
132009;male;52;uk;Uncle;NA;NA;NA;NA;NA
132009;male;52;uk;F_Cousin;3;3;0.28419;0.85938;0.005823
132009;male;52;uk;M_Cousin;6;5;0.0018544;0.96449;0.00067935
132009;male;52;uk;F_Friend;6;5;0.33472;0.77415;0.0014557
132009;male;52;uk;M_Friend;6;5;0.0013908;0.82457;0.0003882
132009;male;52;uk;F_Acq;NA;NA;NA;NA;NA
132009;male;52;uk;M_Acq;4;2;0.00092721;0.50071;0
132009;male;52;uk;F_Stranger;2;1;0.00092721;0.46591;0
132009;male;52;uk;M_Stranger;2;1;0.00092721;0.36293;0
132828;male;20;uk;Partner;10;10;1;0.97656;0.98243
132828;male;20;uk;Mother;7;3;0.01669;0.97408;0.00048525
132828;male;20;uk;Father;4;3;0.014835;0.9897;0.0009705
132828;male;20;uk;Sister;4;3;0.0018544;0.99432;0.00087345
132828;male;20;uk;Brother;4;3;0;0;0
132828;male;20;uk;Aunt;2;3;0.0018544;0.96733;0.0009705
132828;male;20;uk;Uncle;4;3;0.0018544;0.97692;0.0010675
132828;male;20;uk;F_Cousin;2;3;0;0;0
132828;male;20;uk;M_Cousin;2;3;0;0;0
132828;male;20;uk;F_Friend;7;6;0.99954;0.99609;0.0016498
132828;male;20;uk;M_Friend;7;3;0;0;0
132828;male;20;uk;F_Acq;2;3;0;0;0
132828;male;20;uk;M_Acq;4;3;0;0;0
132828;male;20;uk;F_Stranger;1;1;0;0;0
132828;male;20;uk;M_Stranger;1;1;0;0;0
134211;male;59;uk;Partner;NA;NA;NA;NA;NA
134211;male;59;uk;Mother;10;7;1;0.98189;0.44847
134211;male;59;uk;Father;NA;NA;NA;NA;NA
134211;male;59;uk;Sister;5;5;0.99954;0.98935;0.0052407
134211;male;59;uk;Brother;5;4;1;0.9652;0.50524
134211;male;59;uk;Aunt;NA;NA;NA;NA;NA
134211;male;59;uk;Uncle;NA;NA;NA;NA;NA
134211;male;59;uk;F_Cousin;NA;NA;NA;NA;NA
134211;male;59;uk;M_Cousin;NA;NA;NA;NA;NA
134211;male;59;uk;F_Friend;NA;NA;NA;NA;NA
134211;male;59;uk;M_Friend;NA;NA;NA;NA;NA
134211;male;59;uk;F_Acq;1;1;0.0013908;0.77805;0
134211;male;59;uk;M_Acq;1;2;0.05146;0.98011;0.0011646
134211;male;59;uk;F_Stranger;1;1;0.00092721;0.462;0
134211;male;59;uk;M_Stranger;1;1;0.00046361;0.55469;0.00087345
138826;male;64;uk;Partner;10;10;1;0.90625;0.99437
138826;male;64;uk;Mother;NA;NA;NA;NA;NA
138826;male;64;uk;Father;NA;NA;NA;NA;NA
