TAS1;TAS2;TAS3;TAS4;TAS5;TAS6;TAS7;TAS8;TAS9;TAS10;TAS11;TAS12;TAS13;TAS14;TAS15;TAS16;TAS17;TAS18;TAS19;TAS20
2;5;3;4;4;3;2;5;3;3;2;4;3;3;4;1;5;3;4;1
4;4;3;4;4;4;3;4;4;2;4;2;4;2;4;3;4;1;2;2
3;2;1;3;2;1;2;3;1;3;2;1;2;2;5;2;5;3;2;4
1;1;2;1;1;2;4;2;2;2;2;2;2;1;2;5;2;2;2;2
2;2;1;1;2;1;5;1;3;1;1;1;1;1;1;5;1;1;1;1
2;2;1;5;1;4;3;1;3;2;2;2;3;2;5;3;5;4;2;3
2;1;4;2;2;2;1;3;1;1;1;2;1;1;4;4;1;2;1;1
3;3;2;3;2;3;3;2;2;4;3;2;2;2;2;2;2;2;2;2
3;2;1;2;2;1;3;2;2;2;1;2;2;2;3;2;2;3;3;3
2;4;1;4;1;5;4;3;4;1;2;1;1;3;3;3;1;1;1;1
2;2;1;2;2;1;1;2;1;2;1;1;1;1;2;1;2;1;2;1
2;4;1;3;3;1;1;3;2;2;5;3;1;1;4;3;5;1;2;2
2;4;1;4;2;3;3;2;4;5;4;4;3;5;4;4;2;3;5;5
2;4;1;4;2;2;2;3;2;3;4;2;2;2;4;5;4;2;3;4
2;5;1;5;3;2;3;4;3;2;5;3;2;1;5;4;5;2;3;3
2;4;3;5;2;2;1;2;4;2;2;5;2;2;4;5;5;1;2;2
1;2;3;2;1;5;2;1;1;1;1;1;1;5;2;2;1;1;1;1
4;5;1;5;1;1;1;1;4;3;5;4;1;1;5;3;5;3;2;1
3;4;1;5;2;3;4;3;4;4;4;4;3;4;2;2;4;2;3;1
4;4;5;4;3;2;3;3;3;3;2;3;4;3;2;3;2;2;2;3
2;3;3;4;2;4;4;3;3;3;3;3;3;1;4;5;4;1;5;4
2;3;2;3;2;1;1;2;1;2;5;5;1;1;3;3;5;1;2;4
2;3;2;3;2;2;3;3;2;3;4;4;2;3;2;4;4;3;4;4
1;5;5;4;1;4;4;1;2;1;5;5;4;1;4;2;1;4;1;1
2;1;1;2;1;1;2;1;1;1;1;2;1;1;4;3;1;2;1;1
1;2;1;3;1;2;1;3;3;3;4;4;1;1;2;1;1;1;2;1
3;2;3;4;1;3;4;1;4;3;4;3;1;1;3;3;2;1;2;2
2;2;4;2;2;1;2;4;2;1;2;1;2;1;3;3;4;3;2;3
1;1;1;1;1;3;3;4;4;2;2;1;2;2;3;2;2;2;2;3
3;3;1;4;3;3;3;3;2;4;4;4;3;2;5;5;4;3;4;1
2;5;3;3;1;4;1;1;2;1;1;2;1;1;3;2;2;1;2;4
2;3;4;3;1;3;4;3;2;3;3;4;3;1;4;5;1;3;2;3
2;3;3;2;2;4;2;2;3;2;2;4;2;2;3;3;3;2;1;2
3;2;1;2;2;3;1;3;2;2;2;4;3;3;2;2;4;1;1;3
1;3;4;2;2;1;3;2;1;1;2;3;1;1;5;1;4;2;2;1
2;4;1;5;1;2;4;1;4;1;4;1;2;1;2;1;4;1;1;2
2;1;3;1;1;1;3;1;1;1;3;1;1;1;1;5;1;2;2;1
1;3;1;1;1;1;1;1;1;1;1;1;1;1;5;2;3;1;1;1
4;4;3;2;2;4;2;4;4;1;2;1;1;1;1;4;2;1;1;3
5;5;1;4;2;4;3;5;5;2;2;1;5;2;2;2;1;1;1;1
1;3;2;2;1;1;2;2;2;1;4;3;1;1;2;1;1;1;2;1
2;4;3;4;1;4;3;2;4;1;5;3;2;2;2;3;5;1;1;3
2;2;1;3;2;3;1;5;3;2;4;5;2;1;3;1;1;1;4;3
3;4;2;4;3;3;4;2;2;2;4;1;1;1;5;1;5;4;3;2
1;1;1;1;1;1;1;1;1;1;3;3;1;4;3;1;3;2;1;1
4;4;1;2;2;4;3;3;4;2;5;4;3;3;5;3;2;1;2;2
2;3;1;3;4;3;1;1;2;1;2;3;1;1;2;1;2;1;1;1
3;2;2;2;2;4;3;3;2;4;2;3;4;4;3;3;3;5;5;5
1;2;2;2;1;3;4;1;2;3;2;1;1;1;3;3;2;2;3;1
1;3;3;3;1;2;4;1;3;2;3;4;2;1;2;3;1;1;1;1
2;2;1;2;3;2;2;2;2;1;3;4;2;1;3;5;2;2;4;4
4;5;1;5;2;3;3;1;4;3;5;3;2;1;2;1;4;2;1;1
3;1;5;5;2;5;3;2;1;1;5;1;3;5;5;3;1;2;1;2
2;2;1;2;5;1;1;4;3;1;4;2;1;2;4;5;3;3;3;4
3;4;4;4;2;2;4;4;3;3;3;4;2;2;4;4;4;2;3;1
4;4;1;4;2;1;2;1;3;1;5;5;1;2;3;1;5;1;1;1
4;4;3;5;3;5;3;5;5;1;3;4;5;5;5;5;5;5;2;2
4;5;1;5;2;2;2;3;5;4;5;2;5;4;4;3;5;2;2;3
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
4;1;4;1;1;3;4;4;4;1;1;4;2;4;5;1;1;3;2;4
2;5;3;4;1;1;3;1;5;1;1;3;2;2;4;5;2;3;3;1
2;1;3;2;1;1;1;1;2;2;2;2;2;1;2;4;2;2;2;1
2;2;3;2;3;3;2;3;2;3;2;2;2;2;3;2;2;2;3;2
4;3;5;2;2;3;3;1;2;1;2;2;2;2;2;2;1;1;3;1
4;4;4;4;4;4;4;2;4;1;2;4;4;2;4;1;4;1;2;1
2;4;2;4;2;4;4;2;4;2;4;4;2;2;4;3;4;3;3;1
1;2;3;2;1;5;2;2;2;2;2;1;2;1;3;2;1;1;2;2
2;4;1;4;2;4;1;2;2;2;2;2;2;1;4;4;5;1;2;4
2;2;4;2;3;2;2;3;2;2;4;2;4;4;2;2;2;1;2;2
1;2;3;4;3;1;1;1;1;5;4;1;1;1;3;1;1;1;3;3
3;3;3;2;2;4;4;2;3;3;3;2;4;3;4;4;3;5;3;3
2;2;1;2;1;3;1;4;2;3;4;4;1;1;3;3;2;1;3;3
1;2;1;5;1;1;1;2;1;3;2;1;1;1;3;4;4;1;2;3
2;2;2;2;1;1;2;1;2;2;2;4;2;1;4;2;4;3;1;1
1;1;1;1;1;1;2;1;1;1;1;5;1;1;4;2;5;1;1;2
5;4;2;2;1;4;2;4;3;4;4;4;5;3;4;1;3;3;2;1
4;1;1;1;3;1;1;2;4;3;2;1;1;1;2;3;2;3;2;2
5;1;2;1;3;1;2;2;2;1;4;5;2;4;4;2;1;1;2;1
2;3;5;3;2;2;2;2;4;3;4;4;3;2;4;3;4;2;4;2
3;4;2;4;1;2;2;2;3;2;2;3;2;1;3;2;3;2;1;4
3;4;1;5;3;2;3;1;4;2;3;2;2;1;2;2;4;2;1;4
4;4;3;4;3;5;2;1;4;2;4;2;2;1;4;1;4;2;3;2
2;3;1;2;2;3;3;2;1;2;4;3;1;3;2;2;3;2;2;2
5;4;1;4;2;3;1;2;4;2;4;4;2;1;2;3;2;2;1;1
3;3;2;3;1;2;4;1;4;3;3;2;3;2;3;3;5;2;3;3
5;5;3;5;2;1;3;4;4;4;5;1;4;2;5;5;1;2;4;2
2;2;1;2;1;1;2;2;1;1;3;3;1;1;4;2;2;3;5;2
2;2;3;2;2;2;3;2;2;2;2;3;2;2;3;2;3;1;2;2
2;4;1;4;3;3;1;2;1;2;4;3;1;1;3;2;2;4;4;2
2;4;3;2;1;4;4;2;4;1;2;2;2;2;2;4;2;2;1;2
2;4;4;5;2;1;3;2;4;4;3;5;2;2;1;4;2;2;2;2
2;2;2;2;1;1;1;1;2;1;4;1;1;1;1;1;1;1;1;1
4;5;4;5;1;3;2;1;4;3;4;4;5;2;1;3;5;1;2;1
1;2;1;2;2;1;1;4;1;3;1;2;1;1;3;1;1;2;3;3
2;3;1;2;2;1;2;3;3;3;3;3;1;1;5;3;3;3;4;3
4;5;3;5;2;3;3;1;5;3;5;4;2;1;4;1;5;1;4;4
5;1;1;1;1;1;1;3;1;1;5;1;1;1;1;1;5;5;1;1
2;3;1;2;1;3;2;1;2;2;4;4;2;1;1;2;5;1;1;1
4;4;5;3;2;4;5;4;4;4;4;3;4;5;4;2;4;2;3;2
5;1;1;2;1;4;1;1;2;1;5;4;2;1;3;5;5;1;1;5
4;2;1;1;1;5;2;1;1;1;2;4;4;1;3;4;4;2;1;1
3;4;1;3;1;1;1;3;3;2;3;3;2;4;3;3;3;3;2;1
3;4;1;5;2;3;2;1;3;3;3;2;2;3;1;1;2;2;4;1
2;4;1;4;1;2;1;2;4;5;2;1;4;2;4;3;2;1;4;1
1;3;1;3;1;1;5;1;2;2;2;5;1;1;2;1;5;1;1;1
5;4;1;4;2;4;1;4;5;3;4;3;4;3;2;4;4;3;2;2
1;2;1;1;1;5;2;1;1;1;1;1;1;1;1;3;1;1;1;1
2;3;1;2;3;2;1;1;1;1;1;1;1;1;2;4;1;1;3;1
2;4;1;4;3;4;2;4;3;3;4;4;2;3;4;3;4;2;2;2
1;1;2;1;1;3;4;1;2;1;1;1;2;1;1;2;1;1;1;1
1;2;3;2;1;2;3;1;2;1;2;1;2;1;2;1;2;5;2;1
3;5;1;5;2;2;2;2;5;2;4;5;2;2;3;3;5;3;3;2
2;5;3;4;3;2;1;2;3;2;5;5;2;2;5;2;5;2;2;2
1;2;1;4;4;2;1;2;2;4;2;2;1;1;2;4;2;1;2;2
2;2;2;2;1;2;1;2;2;2;4;4;2;2;4;5;4;2;2;2
2;1;1;1;5;1;3;2;1;4;2;1;1;1;5;5;4;2;4;2
1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;5;5;1;1;2
3;1;1;2;2;2;2;3;3;2;3;2;3;2;4;4;3;3;2;4
4;3;1;4;1;2;1;1;4;1;4;5;4;1;1;1;1;1;1;1
4;4;1;4;1;3;3;2;3;2;4;4;2;1;2;5;4;2;2;4
3;3;1;4;1;3;2;1;3;1;4;5;2;4;2;4;4;1;2;1
1;2;2;2;2;3;2;2;2;2;3;2;1;1;3;1;2;1;1;1
1;4;1;4;1;1;1;1;1;1;1;2;2;1;2;3;2;3;1;1
2;1;1;2;1;2;1;2;2;3;1;1;1;1;1;1;1;1;1;2
2;2;1;2;3;2;3;4;2;5;3;3;2;2;3;2;3;2;2;3
3;4;1;4;1;1;2;5;2;4;3;4;1;1;2;5;5;2;2;1
2;2;3;3;1;3;2;2;4;2;3;2;2;2;3;3;2;2;1;3
3;4;2;3;1;5;4;2;3;1;3;3;3;2;3;2;4;2;1;2
3;3;2;2;2;2;2;3;3;4;2;3;4;3;3;2;2;3;3;2
2;4;3;1;1;4;3;1;2;1;4;3;2;2;5;2;5;1;1;1
4;3;3;4;2;1;1;3;4;3;1;3;2;2;4;4;5;1;3;3
1;3;3;2;1;3;3;2;2;2;4;3;2;2;2;3;4;2;2;3
4;3;1;3;1;2;1;1;2;1;3;5;5;1;5;2;5;1;1;3
2;5;2;4;2;1;2;2;4;1;5;5;2;2;5;2;4;2;2;2
3;3;1;3;2;3;3;5;3;3;3;3;3;1;1;3;2;2;2;2
1;1;1;2;2;3;2;2;4;1;4;4;1;2;2;3;4;2;2;3
2;4;3;3;3;3;4;4;3;3;2;3;3;2;2;4;3;2;2;3
2;2;1;2;2;2;4;2;2;2;2;1;1;1;3;3;1;1;1;1
2;3;1;3;3;3;1;1;1;1;5;1;1;1;3;1;5;3;3;1
4;5;3;5;2;4;1;4;4;2;2;5;3;2;2;1;4;1;3;4
1;4;3;4;2;1;4;1;2;1;2;1;2;1;4;3;3;2;1;2
2;3;5;4;2;2;2;4;2;3;3;4;2;2;4;4;4;2;3;2
3;4;2;4;2;2;4;2;2;2;3;2;2;2;3;2;4;2;2;2
1;5;4;5;1;4;5;1;1;3;3;5;1;1;5;3;4;1;2;3
1;1;1;1;2;1;1;1;1;1;1;1;1;1;5;5;3;4;5;1
2;3;1;3;3;3;1;2;2;1;4;4;2;1;4;5;5;1;2;1
4;4;1;4;1;1;1;1;4;2;4;3;4;1;3;3;4;2;1;1
5;4;3;4;2;3;2;2;4;2;2;5;4;2;4;2;4;2;2;5
3;2;2;2;3;4;3;2;4;2;2;4;3;2;2;2;4;1;2;2
1;1;1;5;2;5;1;3;1;1;5;5;1;3;1;1;5;1;1;1
3;2;1;1;1;1;3;5;1;3;3;3;2;1;3;3;3;3;3;3
2;2;4;4;4;2;2;3;2;2;2;2;3;1;3;3;2;1;2;2
4;4;2;3;1;4;1;2;4;2;4;3;2;2;2;3;4;2;2;3
1;2;3;2;1;3;4;1;1;1;1;4;1;1;3;4;2;4;1;2
1;1;4;1;1;1;3;1;1;1;1;3;1;1;1;1;2;1;1;1
3;3;4;3;2;2;4;4;3;2;4;5;1;1;4;5;1;3;2;5
1;4;1;2;1;3;1;4;2;1;3;1;1;1;1;3;5;1;1;2
4;4;3;2;2;3;4;2;4;2;2;2;3;4;2;2;1;1;2;2
4;5;3;4;2;3;1;5;4;1;4;5;3;1;5;3;5;1;3;4
2;4;3;4;2;3;2;4;3;2;4;4;3;1;4;3;4;2;4;4
2;4;1;3;1;2;2;1;2;1;2;1;1;1;1;3;1;1;1;1
2;1;1;1;1;1;3;1;1;1;1;1;1;1;3;1;1;2;1;3
2;4;2;2;1;1;1;1;1;1;4;4;1;1;2;3;1;1;1;1
5;5;3;5;4;5;3;4;5;2;4;5;5;4;4;3;5;4;2;2
4;3;3;2;2;1;4;2;2;2;2;5;2;2;1;1;5;1;3;4
1;3;3;2;3;3;3;4;2;2;2;3;2;2;2;5;2;2;3;4
4;4;1;4;3;3;4;2;4;1;3;4;2;3;2;2;2;2;2;1
1;1;1;1;2;1;2;1;2;1;1;4;1;1;5;1;5;5;2;1
1;1;1;5;1;1;5;1;1;1;5;5;1;1;5;1;5;3;3;5
2;4;3;4;2;3;3;1;2;1;3;3;2;1;2;1;3;2;1;2
2;2;1;1;2;2;1;1;1;2;1;3;1;4;2;3;1;2;3;2
2;4;1;4;5;2;3;2;3;1;4;2;2;3;4;4;5;4;2;3
3;2;3;2;3;2;4;2;4;1;4;1;1;1;2;2;1;2;1;1
2;2;1;2;1;2;3;1;2;2;2;1;2;2;3;4;2;2;1;2
2;1;1;1;2;1;3;1;3;3;3;1;3;2;1;1;1;5;1;4
2;2;1;5;4;2;1;2;1;1;3;3;1;1;2;5;1;2;1;1
1;3;1;2;1;4;3;3;1;1;2;2;2;1;3;3;2;2;1;4
1;2;1;4;1;1;1;1;1;1;1;1;1;1;2;3;1;1;1;3
2;2;1;2;3;4;5;1;3;1;2;2;1;2;3;3;1;1;1;1
2;2;2;2;2;2;4;1;4;1;4;5;1;1;4;2;4;1;2;1
1;3;1;3;5;1;1;1;1;1;1;3;1;1;5;3;5;1;3;1
1;1;1;1;4;2;1;5;1;1;1;1;1;2;2;3;2;3;2;1
2;4;3;4;2;1;2;4;4;1;2;2;2;2;4;1;4;2;2;2
2;2;1;2;1;3;1;3;1;1;3;3;3;3;3;3;3;3;3;3
4;2;1;2;1;3;1;3;1;1;3;3;1;1;4;2;4;2;1;3
2;4;3;4;1;1;3;1;2;5;2;1;2;1;3;1;2;2;1;2
3;3;1;4;3;4;3;3;2;3;2;1;4;2;3;5;2;2;4;1
5;5;3;4;1;2;1;2;2;1;4;2;4;2;5;2;5;2;1;1
2;1;1;2;2;1;1;1;1;1;2;2;1;2;4;2;2;2;5;2
1;2;5;2;1;1;1;5;1;1;4;1;1;2;3;5;3;3;3;1
4;5;4;5;2;4;2;1;5;2;2;4;4;4;4;4;4;2;2;3
3;3;1;4;2;2;3;1;2;2;2;2;2;2;4;2;1;2;2;1
2;2;4;3;2;2;4;3;3;2;2;2;2;3;4;3;2;3;2;2
2;2;3;3;5;2;2;2;4;5;2;1;3;2;2;1;2;1;5;1
1;2;2;3;2;2;2;1;1;2;3;1;1;2;4;2;2;1;2;3
3;4;4;3;2;3;3;2;3;2;3;1;2;1;2;3;4;2;4;3
2;3;3;3;2;2;4;1;3;2;1;2;2;2;4;3;2;2;2;2
1;2;1;2;1;1;1;5;1;2;2;5;1;1;5;5;4;2;3;5
2;3;1;2;2;2;2;2;2;3;2;4;2;2;3;2;4;2;2;2
1;3;1;3;2;4;1;4;1;1;1;2;2;1;2;2;1;3;2;5
1;2;4;2;2;2;4;2;1;2;2;4;1;2;4;1;4;2;1;1
3;2;3;3;2;2;3;4;4;2;3;3;2;2;4;1;2;2;4;4
5;5;1;5;2;4;3;3;4;2;4;5;3;2;3;4;2;2;2;3
2;4;3;4;2;3;2;2;4;2;4;3;2;2;4;3;4;2;2;2
4;4;1;4;1;4;2;3;2;1;2;2;2;1;1;2;4;2;2;2
4;3;1;5;1;3;1;4;5;1;2;3;4;5;5;4;5;1;1;1
4;3;1;3;2;4;2;1;2;1;4;1;2;2;3;1;3;2;5;2
4;4;3;4;1;3;4;2;3;2;4;4;2;1;2;2;4;1;4;1
2;2;1;1;1;1;1;1;2;1;4;4;1;1;3;1;5;1;1;3
3;4;3;4;1;2;2;2;3;3;2;2;3;4;5;4;5;3;3;4
2;1;4;2;1;2;4;2;2;1;3;1;2;2;2;3;1;1;1;5
3;2;1;2;2;2;2;2;4;1;1;2;1;1;4;5;2;2;1;4
5;4;3;4;1;3;2;1;3;2;4;1;3;1;2;2;2;1;1;2
4;3;4;5;3;4;4;2;4;1;3;4;3;2;2;3;5;3;2;3
2;4;1;4;1;3;2;1;2;2;4;2;3;2;2;4;4;2;2;2
1;1;1;1;2;1;1;1;3;1;2;2;1;1;1;1;1;2;1;3
5;3;1;4;2;2;1;3;4;2;2;5;3;5;2;1;4;1;2;2
2;2;2;3;2;2;1;2;2;3;2;3;2;1;2;2;2;2;3;2
2;2;2;2;2;2;2;2;2;2;2;3;2;2;4;3;4;2;2;2
2;2;1;2;4;2;1;5;1;4;2;2;2;2;3;3;1;4;2;5
5;5;1;5;3;4;2;3;4;2;4;4;4;2;2;2;3;1;3;2
4;4;1;4;2;4;2;5;4;2;4;3;2;2;3;3;4;2;4;3
1;3;3;3;1;5;4;4;4;1;1;4;3;5;2;1;2;1;3;1
4;4;3;4;2;2;4;1;2;2;2;3;2;2;1;1;2;3;1;1
3;4;3;2;1;3;2;3;2;1;4;3;1;2;3;4;4;3;2;2
4;3;1;3;2;2;2;2;4;2;2;4;2;2;4;2;4;2;2;2
1;2;1;2;2;2;4;2;1;2;4;1;2;1;2;1;4;1;2;1
2;5;1;4;3;2;1;4;4;3;2;4;2;1;2;1;2;1;3;1
3;4;2;4;2;2;1;2;2;1;4;4;1;2;2;2;4;1;4;4
5;4;1;2;1;4;1;2;5;2;2;1;4;3;2;2;2;1;2;2
5;5;4;5;3;3;3;5;4;1;5;2;5;4;2;3;2;1;2;3
1;3;1;3;1;2;1;4;1;1;4;2;1;1;3;2;3;1;2;1
4;1;2;2;4;3;1;4;1;1;4;4;4;4;1;1;2;2;2;1
3;4;1;4;3;1;2;3;4;2;2;5;2;3;1;1;5;1;2;1
3;2;1;4;3;3;1;1;3;1;2;1;1;2;1;1;1;2;1;1
3;4;1;2;2;3;3;3;2;1;3;4;3;4;2;2;4;3;3;3
4;2;4;3;1;2;4;4;3;1;2;2;1;1;3;3;1;1;1;1
2;4;4;2;1;4;5;1;5;1;4;2;5;4;5;5;4;5;2;4
2;2;2;2;2;2;4;2;2;2;4;2;2;2;2;2;2;1;2;1
4;4;4;5;1;4;4;1;4;1;4;4;4;4;4;3;4;1;2;3
4;4;5;4;2;3;3;2;3;2;3;4;3;2;3;1;3;1;4;4
4;1;3;1;1;1;4;1;2;1;1;2;1;1;3;2;1;1;1;1
3;2;5;2;1;1;4;1;4;1;2;3;2;2;2;2;4;1;1;1
4;4;1;3;2;2;1;2;3;2;2;5;3;1;3;2;4;1;2;2
2;4;1;4;2;2;2;2;4;1;4;4;4;2;2;1;2;2;2;1
4;4;2;5;2;2;4;2;4;2;2;5;2;2;2;1;5;1;2;1
2;2;1;2;1;3;4;2;2;2;2;1;2;2;2;1;2;1;1;1
3;2;1;2;2;2;4;2;4;2;2;3;2;2;1;1;4;1;1;1
2;2;3;2;4;2;2;2;3;2;3;2;3;2;2;3;2;2;2;2
4;4;1;4;4;2;4;2;3;2;4;4;4;1;2;3;2;1;2;2
2;2;1;2;1;2;3;2;2;2;4;1;1;1;1;1;2;1;1;1
4;4;1;4;5;4;1;1;2;2;1;4;2;1;1;3;4;2;4;4
1;1;3;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
5;5;4;5;1;5;5;1;4;2;3;1;4;2;2;3;2;1;1;1
2;2;4;2;2;4;3;2;2;3;2;2;3;2;2;1;1;1;2;4
4;4;2;4;2;1;2;2;4;2;2;4;2;3;2;1;4;2;2;2
4;5;3;5;2;3;4;2;2;2;3;2;3;3;3;1;4;1;2;1
4;4;1;4;2;4;2;2;4;3;3;4;4;3;3;2;5;1;2;1
4;2;3;2;2;2;4;2;2;2;4;4;2;2;3;1;4;2;2;2
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;3
2;2;2;1;1;3;5;1;1;1;1;1;1;1;2;5;1;3;1;1
2;2;2;2;3;3;2;2;2;1;4;2;1;2;3;1;2;2;2;2
1;1;1;2;3;3;4;3;2;1;2;1;1;2;1;3;1;2;2;1
5;5;4;5;2;4;5;1;2;1;4;5;1;1;1;3;5;1;2;3
2;2;2;2;1;1;5;1;2;2;2;1;2;1;1;1;1;1;1;4
4;5;4;5;1;2;4;1;5;1;3;3;2;2;5;2;4;1;1;2
2;4;5;5;1;1;4;3;2;3;2;5;1;1;2;1;5;1;1;1
2;2;2;2;1;2;3;1;3;2;2;3;2;2;2;2;2;2;2;2
2;2;1;2;1;4;1;1;2;1;2;1;1;1;1;1;2;1;1;1
4;5;5;5;1;3;3;4;4;3;3;5;5;5;4;4;5;2;2;3
2;2;4;2;1;2;4;1;3;2;2;2;2;2;2;3;2;2;1;3
5;5;4;5;1;4;5;3;2;1;4;5;4;3;1;1;5;3;1;1
2;3;5;3;2;4;3;4;4;1;2;4;2;3;3;5;1;1;1;1
4;2;1;2;1;3;2;2;2;2;1;5;1;4;1;2;1;1;1;2
3;4;2;4;2;3;2;3;2;2;3;4;3;3;2;2;2;2;2;4
2;1;1;1;3;1;2;2;1;1;1;1;2;1;3;2;2;2;1;2
3;4;1;5;1;2;3;2;4;1;2;4;4;1;3;3;4;2;1;3
1;1;4;2;1;2;3;1;2;1;1;1;1;1;1;2;1;2;2;1
2;2;1;2;2;2;2;4;2;3;3;2;1;2;3;1;2;1;2;1
4;1;1;3;1;1;1;2;3;1;4;1;1;2;1;1;5;1;1;1
4;4;5;3;3;5;3;4;4;4;3;3;2;1;3;2;5;2;4;4
4;3;1;2;1;4;1;1;4;1;4;3;3;3;4;4;1;1;2;4
4;4;1;4;3;3;4;4;3;2;4;3;4;4;4;4;4;2;3;2
2;3;1;3;2;1;1;3;4;2;3;1;3;2;1;4;1;1;3;3
3;4;2;4;3;2;2;4;3;1;3;4;4;2;3;3;4;3;2;1
4;4;1;2;3;1;1;1;1;1;4;4;2;1;3;4;4;2;1;5
1;1;1;1;2;2;1;3;1;2;2;1;1;2;1;4;1;2;2;3
2;5;4;5;1;4;4;1;3;1;4;5;2;4;3;2;4;1;4;2
4;4;3;3;3;3;3;4;4;2;4;3;3;3;2;3;4;2;3;3
2;2;1;2;1;2;5;2;4;2;2;2;2;2;3;3;2;2;2;2
4;4;3;3;2;3;2;3;4;3;2;3;2;2;2;1;3;2;3;2
2;4;2;2;1;3;4;2;2;1;4;4;2;4;4;1;4;1;1;3
1;1;5;2;1;3;3;2;3;2;3;4;5;1;3;2;2;2;1;1
2;1;1;2;3;3;1;3;3;3;4;2;1;1;3;1;3;3;2;2
4;4;5;4;3;3;2;2;4;1;2;5;4;5;2;3;1;1;1;1
5;4;3;4;2;4;4;2;4;1;4;3;3;2;4;2;2;2;2;2
4;2;3;2;2;3;3;2;2;2;2;2;2;2;3;3;2;2;3;2
2;2;5;2;1;2;1;2;2;2;1;2;2;4;1;4;1;1;2;2
4;5;1;4;2;2;2;2;3;2;4;4;3;2;3;3;4;3;2;3
3;4;3;4;3;3;1;2;2;2;3;3;3;3;3;3;4;3;3;2
3;3;1;3;2;4;3;2;3;2;1;2;2;2;2;3;4;1;2;2
2;2;1;4;2;2;1;1;1;2;2;4;1;2;3;2;5;3;2;2
3;4;1;2;2;3;3;3;4;1;4;2;1;3;4;3;1;1;3;3
2;4;1;5;2;4;1;1;1;1;4;4;1;1;3;3;4;2;2;1
2;3;1;2;2;2;3;2;5;1;4;2;2;2;4;2;4;2;2;1
5;4;3;4;4;5;3;2;4;1;4;3;3;4;2;1;1;3;2;1
2;4;1;3;2;2;2;4;4;2;3;3;2;4;2;2;4;2;2;2
4;2;1;2;2;3;4;2;2;1;2;3;4;3;4;2;2;2;1;1
2;2;2;1;1;2;2;1;2;2;2;3;1;3;2;1;1;1;5;1
5;2;2;2;1;1;1;2;3;1;2;1;1;4;1;1;1;1;1;2
3;4;4;1;1;1;2;5;4;1;5;1;1;1;5;1;4;2;2;4
1;1;3;1;1;1;3;1;1;1;1;1;1;1;2;1;1;1;1;1
2;2;1;2;3;3;1;1;2;3;2;3;2;1;2;3;3;2;2;2
4;4;3;4;4;4;3;4;4;2;3;4;5;3;2;4;5;4;4;2
3;2;1;2;2;1;1;2;2;1;3;2;1;1;3;2;2;2;2;2
3;4;1;4;4;1;1;2;3;3;4;4;3;2;3;3;4;2;4;3
1;1;1;2;3;1;1;4;1;2;2;1;1;1;3;3;3;2;2;3
4;4;5;2;1;1;1;2;1;2;1;2;1;1;2;2;1;2;3;1
4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
2;2;4;2;1;4;4;2;2;1;3;2;2;2;1;2;2;4;2;3
2;1;2;1;1;1;1;1;2;2;4;1;1;1;3;3;1;1;2;1
5;4;3;4;1;3;3;1;4;2;4;4;4;4;2;4;4;1;2;2
4;2;2;2;4;2;3;2;2;1;4;1;2;2;2;4;1;1;1;4
2;2;2;2;2;1;3;2;2;1;4;2;2;2;4;2;4;2;2;2
2;1;1;1;1;1;1;5;3;1;1;1;1;2;1;1;1;1;2;1
4;4;3;1;1;4;1;2;2;5;1;4;3;2;5;1;5;1;2;1
3;4;1;3;3;1;1;4;1;1;3;4;3;1;2;1;1;1;2;3
4;4;2;4;1;2;1;1;2;2;4;4;3;1;1;1;1;2;1;5
4;3;2;4;2;4;2;2;3;3;5;5;3;3;2;3;5;1;3;3
2;2;1;1;1;3;1;3;3;1;3;1;1;1;3;1;1;1;4;2
4;4;4;2;2;3;4;4;4;1;4;4;4;3;4;3;5;1;3;1
1;1;2;2;2;1;2;1;1;1;4;4;1;1;3;3;1;2;1;4
2;2;3;2;1;3;4;2;2;1;4;3;2;2;4;1;2;1;2;2
2;2;1;2;1;2;2;3;2;3;3;4;2;1;5;1;5;2;2;2
1;1;1;2;4;1;1;3;1;2;3;3;1;1;5;5;1;5;3;3
4;5;1;5;2;3;1;3;4;2;5;4;3;2;4;2;5;2;2;3
5;4;5;4;1;1;5;2;4;1;4;5;2;2;1;1;2;1;1;1
1;1;1;1;2;5;1;5;4;1;1;1;1;1;1;1;1;5;1;5
4;5;1;4;1;4;4;2;3;1;2;3;2;4;5;5;4;1;1;4
4;4;1;2;2;2;2;2;2;2;3;2;1;1;1;1;3;1;3;2
3;4;4;3;3;2;4;4;3;2;3;2;2;4;2;1;2;1;3;3
2;3;1;3;2;1;2;2;2;1;2;2;2;1;3;3;1;1;2;4
2;2;1;2;2;2;3;2;2;2;2;2;1;2;3;3;1;5;2;3
2;2;2;2;2;3;2;2;2;2;1;4;2;3;1;1;4;2;3;1
3;2;3;3;3;3;3;2;3;3;3;3;3;2;2;4;1;2;3;4
3;4;3;2;2;3;3;3;3;2;4;3;3;3;3;2;3;3;3;2
5;4;3;1;1;5;4;4;4;1;5;5;4;5;4;1;5;1;2;1
